date,RELIANCE.BSE,TCS.BSE,HDFCBANK.BSE,INFY.BSE,HINDUNILVR.BSE,ICICIBANK.BSE,BHARTIARTL.BSE,KOTAKBANK.BSE,ITC.BSE,LT.BSE,SBIN.BSE,BAJFINANCE.BSE,ASIANPAINT.BSE,AXISBANK.BSE,MARUTI.BSE,HCLTECH.BSE,ULTRACEMCO.BSE,TITAN.BSE,NESTLEIND.BSE,WIPRO.BSE,ADANIPORTS.BSE,TECHM.BSE,POWERGRID.BSE,NTPC.BSE
2014-11-28,903.2782,2643.1,957.4,544.9064,786.6,1754.6,381.9499,1202.25,342.6661,1640.1,321.45,3083.85,743.7,481.05,3336.1,1662.15,2490.05,370.05,6226.1001,439.1252,290.3,2641.85,142.15,142.5999
2014-12-31,812.3896,2554.7,952.0,985.6,759.5,353.0,352.8499,1263.15,347.7637,1496.5,311.85,3481.45,751.75,502.05,3328.3,1595.95,2671.25,381.25,6379.8001,415.35,318.45,2591.55,138.05,144.0999
2015-01-30,834.4508,2481.0,1076.0,1071.375,932.8,361.15,372.7498,1320.85,347.9524,1700.1,310.0,4044.05,857.45,588.7,3645.25,1794.1,3139.8,430.55,7109.1001,454.7252,340.5,2878.3,147.95,143.7999
2015-02-27,780.0272,,1054.2,,886.8,335.0,355.4498,1336.3,371.7408,1758.55,299.95,4112.75,807.0,567.15,3606.15,2023.45,3121.2,434.95,7025.7001,,345.9,2836.05,156.85,158.3499
2015-02-28,,2663.75,,1133.175,,,,,,,,,,,,,,,,490.8374,,,,
2015-03-31,751.8124,2547.05,1022.85,1108.3,872.9,315.3,393.8998,1313.15,307.2195,1719.0,267.0,4096.25,808.75,560.4,3699.25,979.65,2875.0,392.0,6941.9001,470.85,308.05,629.45,145.2,147.3499
2015-04-30,786.591,2466.65,989.2,971.2,849.5,331.25,381.6498,1333.9,304.1988,1632.5,270.05,4009.45,762.9,567.85,3732.05,879.5,2666.1,382.8,6580.9001,403.9124,317.6,623.3,142.3,150.2999
2015-05-29,799.627,2610.6,1051.1,1011.2,859.8,317.3,425.2998,1400.25,308.4467,1655.35,278.15,4218.75,787.0,585.25,3785.45,1011.8,2976.65,377.5,6857.1001,421.1998,323.65,554.45,143.7,136.6999
2015-06-30,912.0296,2552.2,1067.45,985.35,916.45,308.0,419.8999,1387.75,297.4021,1782.75,262.8,5456.6501,754.45,558.65,4022.7,921.05,2991.4,366.15,6345.6501,408.1124,307.9,478.2,139.1,137.7999
2015-07-31,913.1236,2510.0,1111.2,1078.05,921.05,302.5,418.5998,695.7,307.9275,1789.55,270.4,5496.7001,881.45,573.75,4330.4,996.6,3149.65,323.85,6343.0501,426.8622,324.05,529.6,141.55,134.8999
2015-08-31,781.0756,2565.25,1028.15,1095.2,861.5,278.1,354.4998,650.95,307.0779,1605.3,247.1,5024.0501,848.6,506.7,4167.5,971.6,2898.1,337.75,5976.1001,428.5876,354.5,515.6,130.65,121.3499
2015-09-30,784.4486,2587.7,1068.9,1160.45,813.3,270.25,337.9999,648.85,310.4763,1466.7,237.25,5097.8001,841.1,495.55,4689.3,982.15,2679.8,318.15,6350.3501,447.8622,299.35,558.05,132.15,123.7499
2015-10-30,864.0784,2497.3,1097.05,1136.05,801.85,277.0,348.7498,688.6,315.9514,1411.15,237.2,5214.5501,828.7,474.95,4448.65,869.55,2883.7,348.7,6179.5001,429.975,295.55,538.9,128.75,132.6999
2015-11-30,882.4476,2365.25,1075.95,1088.45,809.45,274.1,334.4999,692.2,323.9753,1374.05,250.45,5506.9501,840.45,468.85,4576.7,871.85,2806.95,382.0,5872.6501,429.5246,268.2,533.4,135.95,130.9999
2015-12-31,923.1058,2439.2,1082.75,1104.55,862.35,261.45,339.8999,718.55,309.2491,1275.65,224.4,6013.2001,883.85,449.5,4615.35,855.45,2784.95,346.7,5824.1001,419.85,260.6,521.6,141.2,145.8999
2016-01-29,943.5718,2391.2,1048.95,1164.85,816.9,230.1,289.6999,682.4,301.6028,1102.2,179.95,5908.3001,868.85,408.15,4097.45,866.0,2826.0,363.9,5490.6001,420.8998,212.7,501.55,147.6,142.1999
2016-02-29,881.1258,2181.9,972.55,1083.75,829.8,190.0,316.7499,630.25,279.2304,1079.25,158.4,5927.4501,848.55,375.25,3242.6,812.4,2767.05,316.35,5012.3501,389.9248,196.1,415.05,130.1,119.6999
2016-03-31,952.8702,2516.05,1071.2,1217.95,869.5,236.55,350.8998,681.0,309.6739,1216.2,194.3,6929.2001,868.7,444.55,3719.1,814.15,3227.0,338.8,5768.9501,422.5124,247.7,475.45,139.1,128.7999
2016-04-29,895.7116,2530.05,1133.45,1210.85,866.65,236.6,363.7999,715.6,306.606,1253.55,188.95,6832.2001,868.1,472.25,3794.95,750.45,3162.45,355.4,5743.8501,415.2748,238.25,487.2,143.45,138.7999
2016-05-31,874.1974,2575.1,1181.35,1249.85,849.9,245.2,351.6499,746.7,331.9047,1474.3,204.85,7575.3001,984.1,515.6,4167.9,739.9,3229.35,359.2,6098.8501,409.65,192.6,538.4,150.0,143.2499
2016-06-30,883.7696,2550.8,1175.9,1170.75,898.6,240.2,366.1499,763.1,347.4805,1496.2,218.65,7989.1501,1003.65,533.45,4185.15,730.55,3411.9,404.7,6488.7501,418.7622,206.7,506.4,162.95,156.3999
2016-07-29,925.7496,2618.55,1246.55,1073.95,921.5,262.85,362.0499,761.85,238.3086,1558.0,229.05,10357.2501,1114.7,546.05,4755.2,752.5,3705.75,419.05,7165.6001,408.975,231.95,486.7,175.9,158.4499
2016-08-31,964.4934,2512.55,1290.75,1036.8,916.65,257.7,331.8499,806.7,245.4829,1513.85,252.55,11020.0001,1159.25,595.65,5052.65,779.2,4029.15,418.15,6559.5001,367.8752,262.7,468.7,184.0,159.2499
2016-09-30,986.4634,2427.2,1271.7,1038.1,867.8,252.3,314.0499,778.75,228.0192,1431.65,250.7,1056.6,1162.1,541.85,5479.2,799.75,3857.9,395.65,6428.2001,358.2376,256.75,419.9,176.35,148.4999
2016-10-28,960.3912,2399.25,1259.4,997.45,838.2,277.1,318.6499,816.35,228.9632,1477.9,257.85,1072.95,1070.0,486.6,5875.3,764.25,3972.25,374.45,6960.5001,346.2748,307.05,435.55,176.0,152.2499
2016-11-30,905.0102,2276.75,1199.6,975.45,844.3,265.0,324.4999,756.2,219.8537,1382.55,258.4,919.4,969.85,469.75,5263.45,802.8,3594.2,322.05,6256.6501,348.8252,277.75,485.4,192.0,163.1499
2016-12-30,984.64,2361.95,1204.2,1010.7,826.3,255.3,305.3499,719.05,227.4528,1349.4,249.75,839.25,891.35,450.0,5323.0,827.4,3245.75,325.75,6029.8001,355.5,268.1,488.7,183.45,164.6999
2017-01-31,951.1838,2229.9,1286.95,929.3,855.15,269.05,347.8999,772.55,243.5949,1444.75,260.0,1036.2,970.8,465.9,5896.5,808.85,3693.75,362.8,5842.2001,342.8252,293.4,451.75,206.5499,172.7499
2017-02-28,1128.8128,2466.5,1389.2,1012.3,864.9,276.4,365.1499,801.0,247.4652,1470.25,269.2,1107.3,1024.45,506.15,5922.85,840.1,3772.45,436.65,6255.0501,366.3752,301.75,499.85,192.0,163.0999
2017-03-31,1202.6084,2431.1,1442.3,1020.8,909.75,277.1,349.9498,872.1,264.7401,1577.6,292.6,1174.1,1071.2,490.8,6024.3,873.05,3989.95,461.3,6681.2001,386.5124,339.8,459.6,197.2,165.9499
2017-04-28,1271.5268,2272.1,1542.15,919.4,934.7,278.5,354.5999,901.6,262.9938,1748.05,289.45,1275.85,1119.6,509.6,6525.5,812.3,4239.2,471.25,6702.4001,370.5752,326.9,416.95,207.5999,164.3999
2017-05-31,1222.117,2544.35,1633.35,976.95,1066.8,326.3,371.7998,964.5,294.4284,1759.75,288.55,1324.95,1152.6,514.2,7214.9,865.3,4197.1,474.7,6657.1501,402.8622,338.95,389.9,207.7999,160.0499
2017-06-30,1258.2628,2364.35,1652.25,935.65,1081.6,290.1,379.1499,955.45,305.709,1687.8,273.6,1374.2,1104.15,516.1,7217.9,850.6,3963.25,523.6,6723.0501,258.75,362.45,381.35,210.5499,158.4499
2017-07-31,1471.2172,2494.05,1783.35,1011.3,1153.35,301.95,417.7999,1019.75,269.1769,1192.1,312.55,1702.1,1159.45,518.85,7707.95,888.8,4059.95,543.2,6750.2501,289.0,396.35,385.25,223.0499,164.0999
2017-08-31,1452.6656,2496.75,1775.0,915.3,1217.35,297.65,427.8499,975.95,266.3921,1136.0,277.35,1783.65,1168.15,500.65,7702.5,861.95,3998.45,616.6,7101.1001,299.05,392.45,428.05,218.3499,168.6999
2017-09-29,713.0232,2437.0,1803.05,898.75,1175.15,276.95,388.6499,1001.9,243.7837,1141.2,253.75,1834.95,1117.05,508.8,7973.15,874.5,3852.8,582.7,7222.2501,280.9498,376.2,457.25,210.6499,167.2499
2017-10-31,857.6516,2616.3,1808.8,921.65,1236.85,299.95,497.6498,1024.55,251.194,1220.6,305.8,1799.65,1180.7,523.05,8217.1,855.55,4401.25,634.3,7221.1001,294.0,430.3,481.35,212.7499,180.4999
2017-11-30,841.06,2634.25,1852.05,974.95,1273.75,307.8,496.8498,1000.2,241.3294,1216.85,320.45,1729.35,1147.75,536.0,8602.3,847.95,4211.05,819.05,7650.0001,291.8,398.85,489.3,205.9499,180.8999
2017-12-29,839.647,2700.4,1873.55,1039.3,1368.1,314.0,529.3998,1009.1,248.362,1256.95,309.5,1756.8,1157.9,562.4,9731.35,890.65,4320.8,856.0,7845.0001,313.4,404.65,503.85,200.3499,177.1999
2018-01-31,876.203,3111.75,2006.35,1150.65,1369.65,352.95,439.6499,1109.75,256.0555,1416.6,312.75,1677.5,1131.05,593.4,9514.15,985.65,4379.9,869.05,7464.8001,304.65,428.45,610.85,193.5,170.2499
2018-02-28,868.272,3038.25,1883.8,1174.25,1316.35,313.5,427.3499,1088.75,250.25,1319.1,268.75,1642.1,1118.85,529.6,8873.15,940.3,4154.0,815.95,7764.3501,292.8,408.25,612.55,198.45,163.2499
2018-03-28,804.7776,2849.3,1891.45,1134.4,1335.9,278.4,398.8998,1048.6,241.5654,1311.9,250.1,1769.75,1120.7,509.4,8863.15,969.5,3947.85,941.2,8202.1501,281.4498,354.65,638.3,193.85,169.6999
2018-04-30,877.9806,3531.4,1944.6,1199.4,1509.05,284.45,409.5499,1210.35,265.6841,1400.6,246.3,1906.05,1200.15,518.05,8822.8,1051.4,4109.95,981.05,9406.3501,278.75,406.45,671.55,207.6499,172.0499
2018-05-31,839.875,1744.8,2136.15,1231.9,1613.65,285.6,373.7999,1337.0,256.3859,1367.6,269.2,2108.1,1305.6,543.3,8534.95,910.6,3734.7,901.35,9657.7501,261.9,392.2,711.95,208.9499,166.9499
2018-06-29,886.9602,1847.2,2108.05,1306.75,1641.85,275.5,380.9999,1341.8,251.1468,1271.3,259.3,2296.95,1264.1,510.4,8821.2,926.9,3802.0,878.85,9808.5501,261.4,372.0,656.45,186.65,159.4499
2018-07-31,1081.044,1941.25,2181.05,1365.0,1731.6,303.95,390.6999,1309.35,280.5519,1302.6,293.4,2698.55,1448.3,550.1,9506.4,964.8,4189.95,910.45,10537.2001,276.8,400.1,680.3,182.2,155.1499
2018-08-31,1131.2742,2078.2,2062.25,1440.0,1780.6,342.65,383.3498,1285.35,301.2723,1369.1,308.85,2859.15,1371.1,649.2,9097.25,1046.45,4470.15,890.7,11576.6001,301.65,383.35,764.6,200.5999,170.8499
2018-09-28,1146.9996,2184.5,2005.65,727.85,1607.65,305.0,338.2499,1143.5,280.0799,1266.65,265.0,2167.4,1294.05,612.35,7350.55,1088.1,4055.75,805.5,9705.7001,324.2,328.45,744.95,188.45,166.5999
2018-10-31,967.5928,1937.6,1911.85,686.25,1617.85,355.1,292.1499,1118.0,264.1266,1298.35,280.5,2374.7,1227.25,581.9,6608.95,1050.8,3498.75,844.05,10122.1001,331.5,319.1,744.15,185.7,159.7999
2018-11-30,1064.9538,1970.6,2117.15,666.5,1753.6,355.0,313.5499,1232.35,270.2152,1429.65,284.35,2528.4,1344.9,625.75,7664.6,1014.4,3992.85,925.7,10718.9501,324.8498,365.9,705.5,180.1,139.9499
2018-12-31,1021.971,1893.55,2122.45,659.85,1818.05,360.0,312.8999,1254.75,265.8729,1438.5,295.65,2641.15,1373.7,619.8,7462.3,962.55,4002.7,929.95,11107.2501,330.25,387.35,721.1,199.0,148.6499
2019-01-31,1118.6482,2014.6,2081.15,749.6,1762.25,364.25,307.1499,1253.25,263.1354,1313.4,293.35,2570.35,1412.65,722.95,6628.05,1005.2,3520.7,995.4,11469.8001,369.3,339.85,732.85,188.65,139.8999
2019-02-28,1122.705,1984.25,2082.15,733.95,1731.35,348.8,317.9499,1212.45,260.681,1294.5,269.75,2647.4,1405.05,709.35,6832.25,1053.2,3827.85,1026.95,10627.0001,370.0,325.35,832.0,182.55,141.5499
2019-03-28,,2000.45,,738.5,,,,,,,,,,,,,,,,254.6,,,,
2019-03-29,1242.5828,,2316.5,,1707.8,398.85,332.8999,1335.75,280.0799,1384.05,320.8,3024.85,1491.9,776.1,6671.7,1088.0,3999.05,1137.5,10994.2501,,378.0,776.2,198.1,135.35
2019-04-30,1268.792,2254.95,2315.5,749.95,1753.95,407.75,320.2,1387.05,284.6582,1347.75,310.2,3094.25,1463.0,766.9,6658.7,1183.35,4618.95,1156.15,10903.2001,298.4,392.0,834.7,186.3,133.65
2019-05-31,1212.226,2196.8501,2424.9,736.85,1785.15,423.4,348.5,1519.7,263.041,1557.95,352.55,3469.7,1406.7,808.5,6863.65,1093.5,4757.65,1233.55,11486.6501,286.55,414.85,760.4,189.15,133.2
2019-06-28,1141.3476,2227.25,2446.4,731.95,1787.3,437.25,346.7,1476.6,258.6043,1553.05,360.9,3682.3,1357.65,807.65,6534.0,1064.5,4553.15,1334.85,11920.6501,280.4,410.0,706.25,206.8999,141.35
2019-07-31,1062.9482,2205.3999,2251.8,794.0,1725.95,424.5,337.8,1519.1,254.9227,1387.15,332.05,3250.9,1521.25,674.4,5472.15,1034.55,4342.7,1056.15,11671.7001,265.35,377.55,636.55,210.9999,126.5
2019-08-30,1138.0202,2258.05,2228.9,814.6,1880.1,410.4,347.05,1431.7,231.7951,1328.1,273.7,3331.6,1615.2,663.75,6121.6,1100.25,4052.55,1104.95,12849.9501,254.35,365.5,695.65,200.5499,121.7
2019-09-30,1214.824,2099.2,1227.35,805.3,1982.45,433.4,367.25,1644.35,245.1525,1476.6,270.9,4050.15,1763.7,684.65,6717.3,1080.5,4330.55,1272.8,13912.5001,239.8,413.7,714.3,198.95,117.65
2019-10-31,1334.7932,2270.2,1229.95,685.5,2176.75,462.85,374.4,1573.15,243.1229,1473.4,312.25,4024.9,1810.75,736.0,7557.5,1163.35,4144.4,1332.35,14961.4001,259.2,395.55,738.85,198.25,122.4
2019-11-29,1413.8306,2052.7,1274.25,695.95,2036.1,511.95,442.3,1614.4,232.5503,1330.6,341.85,4073.25,1704.0,739.5,7249.55,1127.6,4255.75,1160.75,14455.9501,237.7,382.15,761.5,193.35,116.1
2019-12-31,1380.283,2161.3,1271.8,731.75,1923.25,538.75,455.8,1684.5,224.3377,1298.95,333.7,4235.1,1786.85,754.0,7367.2,568.25,4046.85,1187.6,14789.9501,245.95,365.95,762.6,190.2,119.05
2020-01-31,1286.9332,2079.3,1225.7,776.35,2034.15,525.55,496.7,1691.05,222.0721,1369.1,318.55,4365.25,1795.25,729.35,6911.7,591.5,4418.0,1188.1,15360.8502,236.8,369.15,795.4,186.9,112.8
2020-02-28,1211.2232,2000.95,1177.6,731.35,2174.9,496.05,524.05,1619.65,186.5311,1183.0,302.9,4463.1,1798.2,696.75,6284.0,534.1,4219.7,1254.75,15770.5502,221.1,342.55,743.9,181.5,106.55
2020-03-31,1014.131,1823.05,862.0,640.3,2298.15,324.5,440.6,1296.35,162.3651,806.85,196.95,2216.05,1666.7,379.3,4287.75,436.75,3254.25,933.5,16302.4002,196.6,251.3,564.95,159.0,84.2
2020-04-30,1337.3914,2014.85,1001.75,716.2,2195.7,379.9,514.35,1356.95,171.9466,897.35,190.4,2317.05,1760.05,444.6,5360.3,542.8,3532.5,969.8,17906.1002,190.5,290.2,546.1,162.05,95.35
2020-05-29,1335.7052,1971.55,951.25,691.35,2056.9,332.1,552.4,1223.7,186.3895,932.3,160.3,1952.7,1684.4,383.2,5612.0,550.4,3901.8,890.6,17533.8502,212.55,323.95,530.4,157.55,97.75
2020-06-30,1552.8074,2082.2,1065.7,735.9,2180.75,351.45,559.65,1359.8,183.6992,944.05,178.4,2828.9,1687.35,406.5,5839.1,556.3,3894.75,950.05,17178.0002,219.7,343.9,543.45,174.9,95.85
2020-07-31,1884.2724,2282.45,1032.65,966.25,2212.9,346.9,554.85,1367.45,183.2272,913.35,191.45,3251.6,1716.65,431.6,6260.45,705.45,4124.55,1043.25,16526.4502,280.6,314.95,682.0,178.6,87.0
2020-08-31,1894.8472,2256.3501,1115.2,928.5,2116.55,395.0,513.95,1402.15,180.5368,945.3,212.15,3489.45,1903.4,496.95,6837.9,693.3,3906.1,1099.2,15946.1002,271.4,355.75,741.2,178.9,96.5
2020-09-30,2036.3305,2491.5,1079.2,1008.0,2068.35,354.9,420.9,1268.15,162.1291,902.45,185.4,3277.25,1987.55,424.5,6742.85,811.6,4047.0,1200.5,15924.7002,313.6,340.9,791.7,162.6,85.2
2020-10-30,1872.786,2664.8501,1183.45,1060.6,2072.3,392.55,433.6,1547.6,155.9933,929.6,189.25,3307.65,2213.05,492.4,6956.2,843.2,4573.85,1164.9,17162.8002,340.65,359.7,813.7,171.0,87.6
2020-11-27,1759.2893,2679.1499,1440.7,1100.55,2137.2,472.8,463.3,1901.65,182.8496,1115.8,244.3,4903.3,2217.35,602.1,7026.7,822.2,4802.75,1357.85,17657.6002,350.5,412.0,876.15,192.5,94.2
2020-12-31,1809.2461,2870.2,1436.75,1255.85,2393.55,534.8,509.3,1995.4,197.2925,1287.55,274.75,5296.0,2764.45,620.35,7649.7,945.95,5284.65,1567.5,18392.3502,386.25,483.55,973.05,189.8,99.3
2021-01-29,1680.2519,3112.8999,1390.8,1239.65,2263.4,537.0,553.2,1713.45,191.8646,1334.6,282.05,4735.95,2407.35,663.5,7207.95,914.95,5325.2,1420.8,17068.7002,418.05,509.5,961.65,184.2,89.1
2021-02-26,1899.6788,2896.05,1534.35,1252.35,2132.05,597.6,557.1,1782.35,192.6198,1442.25,390.2,5238.3,2277.45,724.7,6872.65,909.45,6114.6,1407.0,16097.7002,410.2,674.05,918.6,214.7999,107.2
2021-03-31,1826.1566,3177.6001,1493.55,1367.75,2430.8,581.25,517.3,1754.0,206.2604,1418.35,364.35,5148.9,2536.75,697.5,6859.75,983.45,6737.3,1557.4,17170.2502,414.2,702.75,991.25,215.6499,106.45
2021-04-30,1818.1799,3038.3999,1412.2,1353.9,2353.85,600.4,537.3,1748.6,191.3454,1340.2,353.45,5453.8,2540.1,714.5,6459.8,899.5,6271.6,1491.95,16311.1002,492.4,729.9,961.75,219.9999,102.6
2021-05-31,1969.5088,3158.95,1516.4,1393.65,2341.35,662.2,534.95,1807.8,204.4668,1465.55,424.25,5621.15,2978.15,750.25,7087.35,945.2,6710.1,1594.9,17692.7002,538.9,769.65,1021.85,225.4999,110.5
2021-06-30,1924.3381,3345.25,1498.05,1581.25,2469.6,630.85,525.05,1706.4,191.3926,1501.25,419.25,6016.15,2990.85,748.3,7513.8,984.4,6776.65,1732.1,17676.7502,545.65,703.6,1095.1,232.2999,116.4
2021-07-30,1855.5108,3167.5,1425.8,1610.25,2334.05,682.7,561.9,1654.95,193.5166,1601.4,431.7,6228.9,2958.55,709.0,6978.7,1025.45,7623.75,1714.5,17702.7502,586.6,674.65,1209.45,171.05,118.2
2021-08-31,2059.6224,3786.55,1581.5,1704.15,2723.25,718.85,663.6999,1754.45,199.4165,1671.4,426.0,7519.95,3200.75,786.4,6844.25,1181.45,7833.95,1921.25,19458.1002,641.25,747.7,1447.3,175.65,115.95
2021-09-30,2294.5468,3774.5,1595.5,1675.4,2700.45,700.8,688.15,2004.1,222.7329,1703.15,453.05,7670.7,3244.4,766.8,7334.8,1279.0,7395.35,2159.85,19450.7502,634.35,737.65,1380.95,189.9,141.85
2021-10-29,2313.3262,3398.8,1582.35,1668.6,2393.95,802.3,686.25,2032.25,210.7915,1766.8,502.4,7402.35,3100.1,742.05,7483.4,1144.35,7632.75,2385.35,19002.0002,646.45,693.15,1478.75,185.05,132.7
2021-11-30,2194.0408,3532.0,1493.6,1714.45,2318.45,714.3,728.75,1962.15,208.9035,1763.9,460.6,6991.65,3144.4,657.05,7086.15,1139.3,7434.4,2374.9,19159.1002,637.0,684.25,1541.1,206.7999,127.3
2021-12-31,2158.8522,3736.8501,1479.8,1889.65,2359.75,740.25,683.85,1796.3,205.7884,1895.0,460.45,6976.9,3381.95,678.55,7426.9,1318.4,7591.95,2524.35,19708.5502,715.2,730.35,1790.55,204.3499,124.4
2022-01-31,2175.4437,3737.8999,1485.55,1736.7,2274.3,789.25,729.4,1857.5,207.7707,1908.85,538.35,7002.15,3154.7,773.1,8594.6,1099.35,7214.45,2360.9,18527.6502,572.65,716.15,1479.35,215.3999,142.05
2022-02-28,2150.6021,3554.55,1426.7,1717.3,2169.35,742.45,686.25,1842.65,203.6644,1816.9,483.3,7001.85,3172.65,742.6,8312.35,1126.65,6569.75,2544.65,17603.0502,555.85,707.65,1411.0,209.1999,133.5
2022-03-31,2401.1608,3738.8,1469.95,1907.2,2048.85,730.25,755.4,1754.7,236.751,1767.45,493.4,7259.1,3081.75,760.65,7559.9,1163.35,6602.15,2536.15,17376.8002,592.0,774.1,1499.3,216.8499,134.95
2022-04-29,2544.1483,3550.1001,1384.75,1567.9,2237.1,743.55,739.7,1788.95,244.8221,1695.8,496.5,6672.2,3239.3,728.7,7732.75,1078.95,6629.0,2459.2,18308.9502,509.0,856.35,1256.55,227.5999,153.6
2022-05-31,2401.1152,3364.8,1387.45,1503.95,2349.65,751.5,701.1,1854.2,255.4419,1653.55,467.8,6078.85,2860.1,685.4,7970.25,1040.3,6083.1,2217.6,17770.0002,478.25,739.3,1180.85,232.9999,156.15
2022-06-30,2364.7871,3265.25,1347.5,1461.2,2230.55,706.85,683.9,1660.8,258.1323,1557.05,465.8,5400.45,2697.5,636.7,8470.2,973.05,5599.95,1942.45,17493.1502,416.05,671.45,999.7,211.8499,143.15
2022-07-29,2287.026,3300.8,1434.45,1549.6,2636.85,818.5,677.9,1810.8,285.9798,1807.65,528.2,7208.9,3332.35,724.8,8772.45,948.75,6545.9,2353.05,19352.4002,423.7,763.8,1048.9,213.9999,152.95
2022-08-30,2405.8556,3211.6001,1486.2,1493.2,2659.0,887.6,726.5,1915.25,302.3579,1921.75,531.15,7303.8,3391.6,751.15,9091.9,939.35,6672.5,2602.7,19930.7502,413.45,842.35,1076.7,229.5999,163.85
2022-09-30,2167.5582,3004.6001,1422.4,1413.1,2696.85,862.8,799.75,1821.25,313.4025,1848.7,531.05,7337.55,3342.15,733.5,8823.55,932.55,6249.85,2606.55,19124.6002,394.3,821.05,1008.2,212.1499,159.75
2022-10-31,2324.2201,3193.05,1496.4,1537.9,2548.05,908.55,832.0,1901.8,328.6006,2023.95,573.8,7139.7,3106.8,905.85,9525.55,1041.6,6713.35,2753.05,20367.9002,386.4,823.05,1063.5,228.0999,173.1
2022-11-30,2490.9097,3392.3999,1608.75,1632.4,2680.15,953.4,848.65,1945.6,321.0016,2077.3,602.5,6723.1,3182.3,901.5,8976.95,1120.75,7076.75,2649.95,20105.8502,406.95,881.25,1077.3,223.9999,172.25
2022-12-30,2322.9894,3259.25,1627.3,1508.7,2559.75,890.95,806.7,1826.45,313.0721,2086.3,613.2,6574.15,3091.8,933.85,8402.65,1039.0,6959.05,2597.95,19598.8002,392.8,817.9,1016.5,213.8499,166.35
2023-01-31,2145.8617,3357.45,1603.45,1533.15,2577.6,831.65,770.25,1730.25,332.5182,2125.1,553.7,5885.6,2726.6,871.65,8891.3,1123.05,7089.1,2377.45,19015.5502,398.8,612.8,1015.3,216.3499,171.15
2023-02-28,2116.7354,3314.1499,1601.25,1487.3,2457.65,854.65,742.95,1729.0,355.6929,2105.95,522.75,6116.45,2829.5,843.8,8625.8,1077.55,7263.05,2374.2,18657.9502,387.05,592.6,1101.65,222.2499,170.55
2023-03-31,2125.0311,3205.8,1609.75,1427.7,2558.75,877.2,749.0,1733.5,361.9704,2164.75,523.7,5615.4,2761.65,858.45,8292.65,1086.2,7620.0,2515.1,19691.8502,365.3,631.8,1101.85,225.6999,175.25
2023-04-28,2206.302,3216.0,1688.05,1252.55,2454.4,917.7,799.0,1937.7,401.3345,2364.75,578.05,6280.4,2901.3,860.0,8589.9,1063.65,7554.6,2640.4,21758.9502,385.15,681.2,1023.75,236.7999,171.55
2023-05-31,2255.9853,3291.0,1611.35,1322.1,2660.75,948.45,857.4,1994.6,420.3558,2206.45,580.55,6992.7,3198.2,914.7,9358.05,1145.6,7873.65,2822.4,21693.6002,403.8,737.25,1117.75,233.2499,173.95
2023-06-30,2325.2684,3300.5,1701.75,1335.2,2678.4,934.35,878.15,1847.2,426.3501,2474.5,572.8,7159.3,3361.7,987.8,9786.75,1187.85,8292.85,3048.6,22882.9502,389.05,738.9,1130.55,255.0999,189.15
2023-07-31,2547.85,3355.3501,1651.1,1340.35,2561.5,998.05,890.25,1856.5,439.5187,2679.9,620.1,7299.7,3374.95,954.0,9819.55,1117.05,8314.95,3005.8,22560.7502,405.0,778.1,1115.65,265.9999,218.45
2023-08-31,2406.9,3357.05,1571.95,1434.1,2504.2,958.2,856.8,1759.6,415.0223,2706.0,561.3,7165.2,3250.65,974.0,10007.1,1172.9,8315.1,3107.15,21991.8002,408.45,791.4,1201.75,244.5999,219.95
2023-09-29,2346.5,3530.75,1526.55,1435.05,2465.85,952.05,926.4,1735.7,419.5062,3021.95,598.7,7809.4,3161.35,1036.75,10601.7,1236.2,8257.5,3149.6,22493.2502,406.25,824.25,1223.1,199.85,245.65
2023-10-31,2288.55,3368.2,1476.7,1368.65,2484.0,915.4,914.2,1739.15,404.5441,2928.8,565.35,7491.45,2996.35,981.9,10391.1,1276.85,8429.1,3188.75,24239.3002,381.95,784.65,1133.15,202.15,235.85
2023-11-30,2376.4,3493.3999,1559.0,1455.3,2546.7,935.2,1014.55,1755.5,411.1992,3111.65,564.7,7124.9,3120.0,1074.65,10604.1,1340.3,9000.65,3491.95,24217.2002,413.25,825.5,1220.6,208.95,261.3
2023-12-29,2584.85,3794.95,1709.65,1542.85,2663.35,996.45,1032.85,1908.1,436.4507,3527.05,641.95,7326.9,3402.1,1102.95,10299.4,1466.1,10503.15,3675.95,26595.5003,471.7,1024.15,1272.6,237.2,311.15
2024-01-31,2853.2,3814.75,1462.25,1662.1,2480.4,1027.9,1170.7,1824.55,416.7215,3480.15,640.65,6863.8,2958.0,1067.45,10183.3,1575.8,10167.95,3697.4,2505.5,477.8,1207.6,1333.45,259.35,317.55
2024-02-29,2924.75,4092.1499,1402.75,1675.05,2411.05,1053.45,1122.9,1690.8,383.7293,3481.6,749.3,6495.9,2825.4,1075.7,11269.35,1667.15,9901.9,3629.35,2598.65,519.15,1321.65,1276.25,282.55,335.45
2024-03-28,2976.8,3883.55,1448.2,1498.8,2268.25,1095.85,1229.05,1785.8,404.5441,3774.1,752.6,7240.35,2846.0,1048.3,12613.1,1543.3,9745.05,3804.75,2623.3,480.05,1341.7,1250.4,277.05,335.95
2024-04-30,2931.15,3822.6001,1517.05,1421.1,2230.7,1152.05,1322.85,1623.75,411.1992,3594.15,825.7,6931.05,2877.05,1166.15,12806.45,1367.55,9966.75,3589.15,2506.05,462.3,1324.85,1261.95,301.65,363.1
